,mean,std,min,25%,50%,75%,max
email_1_usefulness,3.9375,0.9979144919948469,2.0,3.75,4.0,5.0,5.0
email_2_usefulness,3.875,0.806225774829855,2.0,3.75,4.0,4.0,5.0
email_3_usefulness,3.4375,0.8920949127381756,1.0,3.0,3.5,4.0,5.0
email_4_usefulness,4.125,0.806225774829855,3.0,3.75,4.0,5.0,5.0
email_5_usefulness,4.125,0.8850612031567836,2.0,4.0,4.0,5.0,5.0
combined,3.9,0.8944271909999159,1.0,3.0,4.0,5.0,5.0
