,mean,std,min,25%,50%,75%,max
bytecnt_1_correctness,3.857142857142857,1.1673205911990772,1.0,3.0,4.0,5.0,5.0
bytecnt_2_correctness,4.142857142857143,0.5345224838248488,3.0,4.0,4.0,4.0,5.0
bytecnt_3_correctness,3.7142857142857144,0.9138735334633754,2.0,3.0,4.0,4.0,5.0
bytecnt_4_correctness,4.0,0.8770580193070292,2.0,4.0,4.0,4.75,5.0
bytecnt_5_correctness,3.7142857142857144,0.9138735334633754,2.0,3.0,4.0,4.0,5.0
combined,3.8857142857142857,0.8935008031894582,1.0,3.0,4.0,4.75,5.0
