,mean,std,min,25%,50%,75%,max
bmi_1_completeness,3.4545454545454546,1.0357254813546264,2.0,3.0,3.0,4.0,5.0
bmi_2_completeness,3.6363636363636362,1.0269106361049412,2.0,3.0,4.0,4.0,5.0
bmi_3_completeness,3.4545454545454546,1.2933395813657265,2.0,2.0,4.0,4.5,5.0
bmi_4_completeness,3.727272727272727,1.2720777563426766,2.0,2.5,4.0,5.0,5.0
bmi_5_completeness,3.3636363636363638,1.3618169680781096,1.0,2.5,3.0,4.5,5.0
combined,3.5272727272727273,1.1683249398104811,1.0,2.5,4.0,4.5,5.0
