,mean,std,min,25%,50%,75%,max
email_1_completeness,3.4375,1.1528949070347507,1.0,3.0,3.5,4.0,5.0
email_2_completeness,3.5625,1.1528949070347507,2.0,2.75,4.0,4.25,5.0
email_3_completeness,3.0,1.0954451150103321,2.0,2.0,3.0,4.0,5.0
email_4_completeness,3.1875,1.2763881332363862,1.0,2.0,3.5,4.0,5.0
email_5_completeness,3.8125,1.3275918047351754,1.0,3.0,4.0,5.0,5.0
combined,3.4,1.2075710530239063,1.0,2.0,3.5,4.0,5.0
