,mean,std,min,25%,50%,75%,max
bmi_1_usefulness,3.5454545454545454,1.213559752433836,1.0,3.0,4.0,4.0,5.0
bmi_2_usefulness,3.8181818181818183,0.873862897505303,2.0,3.5,4.0,4.0,5.0
bmi_3_usefulness,3.727272727272727,1.3483997249264843,1.0,3.0,4.0,5.0,5.0
bmi_4_usefulness,4.0,1.0,2.0,3.5,4.0,5.0,5.0
bmi_5_usefulness,3.4545454545454546,1.5075567228888183,1.0,2.5,4.0,4.5,5.0
combined,3.709090909090909,1.1812223310140202,1.0,3.0,4.0,5.0,5.0
